Allele.name	Allele.primaryIdentifier	Allele.symbol	Allele.publications.pubMedId	Allele.projectCollection
RAD18 E3 ubiquitin protein ligase; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4433190	Rad18<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
RAD18 E3 ubiquitin protein ligase; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4433190	Rad18<tm1a(EUCOMM)Wtsi>	24652767	EUCOMM
RAD18 E3 ubiquitin protein ligase; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4433190	Rad18<tm1a(EUCOMM)Wtsi>	24721909	EUCOMM
RAD18 E3 ubiquitin protein ligase; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4433190	Rad18<tm1a(EUCOMM)Wtsi>	25340873	EUCOMM
RAD1 checkpoint DNA exonuclease; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4364310	Rad1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAD21-like (S. pombe); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4419683	Rad21l<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAD21-like (S. pombe); targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5448653	Rad21l<tm1b(KOMP)Wtsi>	21677750	KOMP-CSD
RAD21-like (S. pombe); targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5448653	Rad21l<tm1b(KOMP)Wtsi>	27172213	KOMP-CSD
RAD21-like (S. pombe); targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5448653	Rad21l<tm1b(KOMP)Wtsi>	27626380	KOMP-CSD
RAD21-like (S. pombe); targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5448653	Rad21l<tm1b(KOMP)Wtsi>	28050734	KOMP-CSD
RAD21-like (S. pombe); targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4420013	Rad21l<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RAD23 homolog A, nucleotide excision repair protein; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432184	Rad23a<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
RAD23 homolog A, nucleotide excision repair protein; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4433920	Rad23a<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
RAD23 homolog B, nucleotide excision repair protein; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362974	Rad23b<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAD23 homolog B, nucleotide excision repair protein; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362974	Rad23b<tm1a(KOMP)Wtsi>	25901318	KOMP-CSD
RAD50 double strand break repair protein; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363365	Rad50<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAD50 interactor 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4451661	Rint1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAD50 interactor 1; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5447050	Rint1<tm1b(KOMP)Wtsi>	21677750	KOMP-CSD
RAD50 interactor 1; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5447050	Rint1<tm1b(KOMP)Wtsi>	27626380	KOMP-CSD
RAD50 interactor 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4451711	Rint1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RAD51 associated protein 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4842757	Rad51ap1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
RAD51 associated protein 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4842628	Rad51ap1<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
RAD51 paralog D; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5006755	Rad51d<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
RAD51 paralog D; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5006780	Rad51d<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
RAD51 recombinase; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4951118	Rad51<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
RAD54 homolog B (S. cerevisiae); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4441816	Rad54b<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
RAD54 like (S. cerevisiae); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4454086	Rad54l<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAD54 like (S. cerevisiae); targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5635283	Rad54l<tm1b(KOMP)Wtsi>	21677750	KOMP-CSD
RAD54 like (S. cerevisiae); targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4454141	Rad54l<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RAD9 checkpoint clamp component A; targeted mutation 1.1, Wellcome Trust Sanger Institute	MGI:5636951	Rad9a<tm1.1(KOMP)Wtsi>	27671873	KOMP-CSD
RAD9 checkpoint clamp component A; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4847699	Rad9a<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
rad and gem related GTP binding protein 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5052412	Rem1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
rad and gem related GTP binding protein 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5052403	Rem1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
radial spoke 3A homolog (Chlamydomonas); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4842309	Rsph3a<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
radial spoke 3A homolog (Chlamydomonas); targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4842695	Rsph3a<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
radial spoke 3B homolog (Chlamydomonas); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4364875	Rsph3b<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
radial spoke 3B homolog (Chlamydomonas); targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4363496	Rsph3b<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
radial spoke 3B homolog (Chlamydomonas); targeted mutation 3a, Wellcome Trust Sanger Institute	MGI:5511918	Rsph3b<tm3a(EUCOMM)Wtsi>	21677750	EUCOMM
radial spoke 3B homolog (Chlamydomonas); targeted mutation 3e, Wellcome Trust Sanger Institute	MGI:5511891	Rsph3b<tm3e(EUCOMM)Wtsi>	21677750	EUCOMM
radial spoke head 10 homolog B (Chlamydomonas); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4455477	Rsph10b<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
radial spoke head 10 homolog B (Chlamydomonas); targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4455576	Rsph10b<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
radial spoke head 9 homolog (Chlamydomonas); targeted mutation 1.1, Velocigene	MGI:5695930	Rsph9<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
radial spoke head 9 homolog (Chlamydomonas); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4938570	Rsph9<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
radial spoke head homolog 14 (Chlamydomonas); targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5464317	Rsph14<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
radical S-adenosyl methionine domain containing 1; targeted mutation 1.1, Velocigene	MGI:5548890	Rsad1<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
radical S-adenosyl methionine domain containing 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5472690	Rsad1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
radical S-adenosyl methionine domain containing 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5499311	Rsad1<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
radical S-adenosyl methionine domain containing 1; targeted mutation 1, Velocigene	MGI:3808228	Rsad1<tm1(KOMP)Vlcg>	27626380	KOMP-Regeneron
radical S-adenosyl methionine domain containing 1; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:5511160	Rsad1<tm2a(EUCOMM)Wtsi>	21677750	EUCOMM
radical S-adenosyl methionine domain containing 1; targeted mutation 3a, Wellcome Trust Sanger Institute	MGI:5511975	Rsad1<tm3a(EUCOMM)Wtsi>	21677750	EUCOMM
radical S-adenosyl methionine domain containing 1; targeted mutation 3e, Wellcome Trust Sanger Institute	MGI:5511952	Rsad1<tm3e(EUCOMM)Wtsi>	21677750	EUCOMM
radical S-adenosyl methionine domain containing 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4841292	Rsad2<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
radical S-adenosyl methionine domain containing 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4841019	Rsad2<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
radixin; targeted mutation 1.1, Velocigene	MGI:5445756	Rdx<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
radixin; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:5050907	Rdx<tm2a(EUCOMM)Wtsi>	21677750	EUCOMM
raftlin family member 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432088	Rftn2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
raftlin family member 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4433645	Rftn2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
ralA binding protein 1; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:5050955	Ralbp1<tm2a(EUCOMM)Wtsi>	21677750	EUCOMM
ralA binding protein 1; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:5050909	Ralbp1<tm2e(EUCOMM)Wtsi>	21677750	EUCOMM
RALBP1 associated Eps domain containing protein 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4434022	Reps2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
RALBP1 associated Eps domain containing protein 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4433641	Reps2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
RALBP1 associated Eps domain containing protein 2; targeted mutation 3a, Wellcome Trust Sanger Institute	MGI:5511937	Reps2<tm3a(EUCOMM)Wtsi>	21677750	EUCOMM
RalBP1 associated Eps domain containing protein; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363431	Reps1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RalBP1 associated Eps domain containing protein; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364076	Reps1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
Ral GEF with PH domain and SH3 binding motif 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4460462	Ralgps2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
Ral GEF with PH domain and SH3 binding motif 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4460479	Ralgps2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
Ral GTPase activating protein, alpha subunit 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4420099	Ralgapa1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
Ral GTPase activating protein, alpha subunit 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4420065	Ralgapa1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
Ral GTPase activating protein, alpha subunit 1; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4455541	Ralgapa1<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
Ral GTPase activating protein, alpha subunit 1; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4455476	Ralgapa1<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
Ral GTPase activating protein, beta subunit (non-catalytic); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363602	Ralgapb<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
ral guanine nucleotide dissociation stimulator-like 3; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5307102	Rgl3<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
ral guanine nucleotide dissociation stimulator-like 3; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4948625	Rgl3<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
ral guanine nucleotide dissociation stimulator; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432366	Ralgds<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
ral guanine nucleotide dissociation stimulator; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4432849	Ralgds<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
RAN binding protein 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363006	Ranbp1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAN binding protein 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364438	Ranbp1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RAN binding protein 2; targeted mutation 1.1, Velocigene	MGI:5583083	Ranbp2<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
RAN binding protein 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4419574	Ranbp2<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAN binding protein 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4419953	Ranbp2<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RAN binding protein 3; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5286198	Ranbp3<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAN binding protein 3; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4868035	Ranbp3<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RAN binding protein 9; targeted mutation 1c, Helmholtz Zentrum Muenchen GmbH	MGI:5792832	Ranbp9<tm1c(EUCOMM)Hmgu>	24509082	EUCOMM
RAN GTPase activating protein 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4454164	Rangap1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAN GTPase activating protein 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4840925	Rangap1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RAN, member RAS oncogene family; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:5424646	Ran<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
RAP2C, member of RAS oncogene family; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5286204	Rap2c<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAP2C, member of RAS oncogene family; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:5319883	Rap2c<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
RAP2C, member of RAS oncogene family; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:5319860	Rap2c<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
RAP2C, member of RAS oncogene family; targeted mutation 3e, Wellcome Trust Sanger Institute	MGI:5319904	Rap2c<tm3e(KOMP)Wtsi>	21677750	KOMP-CSD
Rap guanine nucleotide exchange factor (GEF) 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4419872	Rapgef1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
Rap guanine nucleotide exchange factor (GEF) 1; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5635284	Rapgef1<tm1b(KOMP)Wtsi>	21677750	KOMP-CSD
Rap guanine nucleotide exchange factor (GEF) 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4419940	Rapgef1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
Rap guanine nucleotide exchange factor (GEF) 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432967	Rapgef2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
Rap guanine nucleotide exchange factor (GEF) 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4432321	Rapgef2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
Rap guanine nucleotide exchange factor (GEF)-like 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362680	Rapgefl1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
Rap guanine nucleotide exchange factor (GEF)-like 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364492	Rapgefl1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RAR-related orphan receptor alpha; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432489	Rora<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
RAR-related orphan receptor alpha; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432489	Rora<tm1a(EUCOMM)Wtsi>	26523868	EUCOMM
RAR-related orphan receptor alpha; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432489	Rora<tm1a(EUCOMM)Wtsi>	27184849	EUCOMM
RAR-related orphan receptor alpha; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5548347	Rora<tm1b(EUCOMM)Wtsi>	27626380	EUCOMM
RAR-related orphan receptor alpha; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4432933	Rora<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
RAS and EF hand domain containing; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5428481	Rasef<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
Ras and Rab interactor 1; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419388	Rin1<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
Ras and Rab interactor 3; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4362588	Rin3<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
Ras association (RalGDS/AF-6) and pleckstrin homology domains 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4842387	Raph1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
Ras association (RalGDS/AF-6) and pleckstrin homology domains 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4842737	Raph1<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
Ras association (RalGDS/AF-6) domain family member 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363411	Rassf2<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
Ras association (RalGDS/AF-6) domain family member 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364359	Rassf2<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
Ras association (RalGDS/AF-6) domain family member 2; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4364684	Rassf2<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
Ras association (RalGDS/AF-6) domain family member 2; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4365128	Rassf2<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
Ras association (RalGDS/AF-6) domain family member 5; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4942037	Rassf5<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
Ras association (RalGDS/AF-6) domain family member 5; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4942042	Rassf5<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
Ras association (RalGDS/AF-6) domain family (N-terminal) member 7; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419110	Rassf7<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
Ras association (RalGDS/AF-6) domain family (N-terminal) member 8; targeted mutation 1.1, Velocigene	MGI:5695922	Rassf8<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
Ras association (RalGDS/AF-6) domain family (N-terminal) member 8; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4949362	Rassf8<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
Ras association (RalGDS/AF-6) domain family (N-terminal) member 9; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4364742	Rassf9<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAS, dexamethasone-induced 1; targeted mutation 1.1, Velocigene	MGI:5695889	Rasd1<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
RAS, dexamethasone-induced 1; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4362381	Rasd1<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
RasGEF domain family, member 1B; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363680	Rasgef1b<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RasGEF domain family, member 1B; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4363942	Rasgef1b<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RasGEF domain family, member 1B; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4455514	Rasgef1b<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
RasGEF domain family, member 1B; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4455546	Rasgef1b<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
RAS guanyl releasing protein 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362161	Rasgrp1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAS guanyl releasing protein 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4362225	Rasgrp1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RAS guanyl releasing protein 4; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4365146	Rasgrp4<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RAS guanyl releasing protein 4; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4841072	Rasgrp4<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
RAS guanyl releasing protein 4; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4841367	Rasgrp4<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
Ras homolog enriched in brain; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4434509	Rheb<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
ras homolog family member A; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4453690	Rhoa<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
ras homolog family member A; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4453743	Rhoa<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
ras homolog family member C; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4441790	Rhoc<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
ras homolog family member C; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4442009	Rhoc<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
ras homolog family member D; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4433583	Rhod<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
ras homolog family member D; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4434124	Rhod<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
ras homolog family member F (in filopodia); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363021	Rhof<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
ras homolog family member F (in filopodia); targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364327	Rhof<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
ras homolog family member G; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4451275	Rhog<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
ras homolog family member G; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4451569	Rhog<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
ras homolog family member J; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4365246	Rhoj<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
ras homolog family member J; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4365246	Rhoj<tm1a(KOMP)Wtsi>	22535667	KOMP-CSD
ras homolog family member J; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4365246	Rhoj<tm1a(KOMP)Wtsi>	24928894	KOMP-CSD
ras homolog family member J; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4365246	Rhoj<tm1a(KOMP)Wtsi>	28753606	KOMP-CSD
ras homolog family member J; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364664	Rhoj<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
ras homolog family member T1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432006	Rhot1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
ras homolog family member T1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432006	Rhot1<tm1a(EUCOMM)Wtsi>	27705781	EUCOMM
ras homolog family member T2; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419477	Rhot2<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
ras homolog family member T2; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419477	Rhot2<tm1(KOMP)Wtsi>	24721909	KOMP-CSD
ras homolog family member T2; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419477	Rhot2<tm1(KOMP)Wtsi>	27705781	KOMP-CSD
ras homolog family member U; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363423	Rhou<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
ras homolog family member U; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4363519	Rhou<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
ras homolog family member V; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419177	Rhov<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
Ras interacting protein 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4431647	Rasip1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
Ras interacting protein 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4433354	Rasip1<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
Ras interacting protein 1; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4433887	Rasip1<tm2e(EUCOMM)Wtsi>	21677750	EUCOMM
Ras interacting protein 1; targeted mutation 3a, Wellcome Trust Sanger Institute	MGI:5472982	Rasip1<tm3a(EUCOMM)Wtsi>	21677750	EUCOMM
Ras interacting protein 1; targeted mutation 3a, Wellcome Trust Sanger Institute	MGI:5472982	Rasip1<tm3a(EUCOMM)Wtsi>	26897025	EUCOMM
RAS-like, estrogen-regulated, growth-inhibitor; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4364292	Rerg<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAS-like, estrogen-regulated, growth-inhibitor; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5428588	Rerg<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RAS-like, family 10, member B; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362132	Rasl10b<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
RAS-like, family 10, member B; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4362470	Rasl10b<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
RAS-like, family 11, member A; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362434	Rasl11a<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
